,ID,X,Y,H,H_err,J,J_err,K,K_err,chi,sharp,ra,dec,rgc
8461,5686,4401.088,3282.941,22.4475,0.0464,22.234,0.0741,21.662,0.0779,0.4857,-0.3757,204.15383892261042,-29.811745718165863,9.765596678151402
8463,26377,4168.947,3283.002,20.3415,0.0110,20.17,0.0201,19.301,0.0151,0.4810,0.1310,204.16572991069626,-29.81174478178553,8.962651595002443
8468,5648,3285.820,3283.118,20.4705,0.0151,20.603,0.0351,19.387,0.0169,0.5097,-0.2283,204.2109664356886,-29.81173664981155,6.282233848485944
8469,5689,3182.305,3283.275,21.680500000000002,0.0280,21.549,0.0747,20.925,0.0484,0.4793,-0.1140,204.21626879339132,-29.811728314409102,6.031440618090408
8475,26362,3326.196,3283.344,19.6675,0.0089,20.141,0.0289,19.61,0.0187,0.5553,0.1513,204.20889824829607,-29.81172707752829,6.385905910433983
8480,26390,3525.216,3283.555,20.9905,0.0193,20.951,0.0458,20.038999999999998,0.0245,0.5257,0.0943,204.19870382236766,-29.811719556524157,6.9286138546898455
8485,5655,3640.871,3283.676,21.2775,0.0248,21.106,0.0595,20.226,0.0378,0.5167,0.2020,204.19277961237438,-29.81171489830251,7.266980633653794
8487,26408,4465.511,3283.737,20.669500000000003,0.0169,20.755000000000003,0.0442,20.250999999999998,0.0339,0.6200,-0.0683,204.1505389857913,-29.811709659172788,9.994752026305221
8493,5671,3504.667,3283.833,22.0285,0.0405,21.887,0.0779,21.11,0.0568,0.4610,0.0220,204.19975640361562,-29.811707045478585,6.871084057135964
8513,26420,4175.950,3284.302,22.0855,0.0355,22.066000000000003,0.0686,21.544,0.0780,0.4693,-0.3370,204.16537120335585,-29.811686966044622,8.989771818561485
8516,5637,4058.128,3284.364,21.3015,0.0211,21.305999999999997,0.0462,20.402,0.0324,0.4917,-0.0127,204.17140641159926,-29.81168472028561,8.593120490379249
8523,5733,3833.093,3284.510,21.064500000000002,0.0175,20.96,0.0350,20.227,0.0277,0.4233,-0.1440,204.18293340163225,-29.811678443038794,7.861496014868834
8528,5697,3532.726,3284.674,21.442500000000003,0.0247,21.165,0.0372,20.15,0.0257,0.4483,0.1677,204.19831912748683,-29.8116698779401,6.953609601415182
8530,5690,3302.637,3284.712,22.230500000000003,0.0484,21.899,0.0795,21.13,0.0537,0.4497,-0.0997,204.21010499498945,-29.811666005950745,6.330199814743941
8534,5674,3611.663,3284.887,21.753500000000003,0.0311,21.319000000000003,0.0533,20.929,0.0463,0.4520,0.1043,204.19427572915566,-29.81166091930197,7.183913705050621
8540,5720,4128.587,3285.153,23.5605,0.1462,23.958999999999996,0.4132,22.788999999999998,0.2123,0.5067,-1.0787,204.16779728744868,-29.811649381716393,8.831457069602244
8545,26419,4031.638,3285.418,20.800500000000003,0.0143,20.525,0.0260,19.774,0.0199,0.4667,-0.1067,204.1727633147008,-29.811637952702718,8.507890355738844
8548,5723,4339.354,3285.541,22.3395,0.0505,22.354,0.1131,21.497,0.0724,0.4840,-0.3237,204.15700115701978,-29.811630738485142,9.555752848795073
8550,5712,3271.838,3285.569,20.8255,0.0237,20.439,0.0446,20.025,0.0227,0.6100,0.0790,204.21168260231784,-29.8116275454841,6.255630631875674
8551,5719,3966.138,3285.630,21.555500000000002,0.0259,21.457,0.0465,20.7,0.0383,0.4447,0.1033,204.17611842647997,-29.811628661016275,8.292873998345442
8553,5681,3901.852,3285.677,21.9145,0.0364,21.835,0.0610,21.189,0.0597,0.4647,-0.0103,204.1794113528339,-29.811626617836946,8.084397068423332
8554,26431,4380.786,3285.703,22.157500000000002,0.0399,22.106,0.0769,21.455,0.0736,0.5277,0.3030,204.1548788847931,-29.81162316031199,9.700921926767636
8556,5715,3615.125,3285.760,22.169500000000003,0.0431,22.186,0.1024,21.058,0.0542,0.4303,-0.0420,204.1940983892153,-29.81162213876737,7.196815921042347
8559,26391,3619.531,3285.940,22.026500000000002,0.0360,21.984,0.0811,21.088,0.0527,0.4170,-0.3347,204.19387269925002,-29.811614163195966,7.210403255054553
8561,26369,3811.000,3286.250,21.308500000000002,0.0227,21.159999999999997,0.0470,20.336,0.0300,0.5017,-0.1797,204.18406507005628,-29.811601076559576,7.796717564813258
8567,26428,3912.196,3286.401,21.3775,0.0242,21.304000000000002,0.0508,20.567999999999998,0.0377,0.4767,-0.2380,204.17888150163063,-29.81159443821586,8.119757052050199
8571,26437,3289.583,3286.548,21.3135,0.0284,21.147999999999996,0.0604,20.47,0.0340,0.5423,0.2243,204.21077363561446,-29.81158425075804,6.303429067047808
8574,5769,3934.184,3286.696,22.1785,0.0386,21.966,0.0761,21.354,0.0671,0.4567,-0.0963,204.17775520937084,-29.81158131616389,8.191728480530362
8576,26341,3566.403,3286.730,22.0975,0.0427,22.119999999999997,0.0792,21.404999999999998,0.0698,0.4420,-0.1283,204.1965940720356,-29.81157873196322,7.057101023706481
8578,26516,4307.030,3286.757,22.584500000000002,0.0604,22.476999999999997,0.1196,21.883,0.0969,0.5237,0.4063,204.15865690271974,-29.811576965537988,9.446320192063999
8579,5739,4085.365,3286.852,21.578500000000002,0.0329,21.512999999999998,0.0666,20.797,0.0472,0.5330,0.0473,204.1700112586687,-29.811574049030217,8.690608627566354
8582,5734,3838.956,3286.902,22.0945,0.0453,22.012,0.0940,21.439,0.0726,0.4823,-0.0570,204.18263307740273,-29.811572139107547,7.886856696772755
8586,26474,3469.038,3287.049,21.1305,0.0222,20.957,0.0416,20.172,0.0289,0.4593,0.0627,204.20158140022951,-29.811563822790337,6.7814160678047815
8587,5754,3915.800,3287.095,21.9085,0.0383,21.894999999999996,0.0883,21.044999999999998,0.0548,0.4913,0.2767,204.17869689402653,-29.811563592633053,8.133314099168912
8591,5729,3700.838,3287.203,21.782500000000002,0.0357,21.673000000000002,0.0737,21.041999999999998,0.0538,0.4747,0.1053,204.18970790009718,-29.811558411822688,7.458400829110632
8594,26438,3338.667,3287.302,20.183500000000002,0.0115,20.354,0.0343,19.311,0.0155,0.4947,-0.1637,204.20825939450032,-29.811551305769683,6.431507987078985
8597,26443,3559.404,3287.322,21.7525,0.0355,21.505000000000003,0.0679,20.867,0.0494,0.5173,0.2703,204.196952577541,-29.811552374524798,7.0386731352092635
8601,5744,3536.371,3287.532,21.8195,0.0300,21.725,0.0569,21.06,0.0603,0.4317,-0.0813,204.19813239580836,-29.811542881896177,6.973035089340677
8603,5694,3446.847,3287.680,21.4965,0.0218,21.07,0.0375,19.977999999999998,0.0239,0.4223,0.1570,204.2027180840299,-29.811535585448297,6.72208540537439
8610,26460,3603.380,3287.917,20.3415,0.0120,20.177,0.0237,19.413999999999998,0.0164,0.4690,0.1970,204.19469998964695,-29.811526205114365,7.168791625146736
8612,26456,3175.377,3287.993,21.143500000000003,0.0212,21.116999999999997,0.0560,20.348,0.0305,0.4877,-0.0240,204.21662358945298,-29.811518527148046,6.032023669140383
8613,5710,3204.885,3287.997,21.1415,0.0237,21.083,0.0582,20.250999999999998,0.0299,0.5043,0.2360,204.21511210119783,-29.811518761979183,6.101237700436183
8618,26486,4069.728,3288.437,21.2225,0.0229,20.496000000000002,0.0280,19.738,0.0213,0.4677,-0.1827,204.17081223957254,-29.811503660047546,8.642517828509058
8628,26462,3747.304,3288.721,21.686500000000002,0.0291,21.677999999999997,0.0554,20.983999999999998,0.0500,0.4200,0.1323,204.18732776538633,-29.811491104802354,7.605327827709302
8630,26471,3391.033,3288.782,21.358500000000003,0.0224,21.499000000000002,0.0607,20.61,0.0342,0.5580,0.1850,204.20557703267957,-29.811486079499627,6.5743618636516254
8632,26483,3868.429,3288.910,21.645500000000002,0.0282,21.717999999999996,0.0676,20.576,0.0394,0.4947,-0.2253,204.18112337932996,-29.81148292046049,7.986263455459096
8633,5735,3880.720,3288.910,20.5195,0.0123,20.348999999999997,0.0254,19.573999999999998,0.0180,0.4660,-0.0067,204.18049379747993,-29.811482926148006,8.0255507305361
8639,5768,3905.287,3289.196,22.2895,0.0426,22.04,0.0634,21.537,0.0639,0.4623,-0.2437,204.17923540217174,-29.811470217461856,8.105227930603542
8647,5684,4152.853,3289.599,22.407500000000002,0.0535,22.195,0.0882,21.499,0.0796,0.5240,-0.3807,204.16655433398847,-29.811451665378918,8.924900780496507
8649,26536,3471.292,3289.679,20.9645,0.0178,20.737000000000002,0.0335,20.011,0.0241,0.4487,0.0433,204.20146591797334,-29.81144695296125,6.79614316374641
8657,5779,3445.443,3289.900,21.2575,0.0207,21.281,0.0495,20.672,0.0417,0.4410,-0.1583,204.20278997827714,-29.811436906259694,6.725427564436492
8658,5829,3793.798,3289.978,21.7725,0.0298,21.759,0.0609,21.179,0.0581,0.4037,0.0280,204.18494620023571,-29.81143535518893,7.753460784002234
8661,26495,3704.372,3290.118,20.704500000000003,0.0160,20.513999999999996,0.0301,19.817999999999998,0.0212,0.4783,0.1647,204.18952686504875,-29.811428869911758,7.477820721227896
8662,26491,3170.427,3290.189,20.4645,0.0156,20.548000000000002,0.0456,19.266,0.0162,0.5497,0.2103,204.2168771069161,-29.81142085627016,6.028373485441064
8663,5771,4243.042,3290.257,22.698500000000003,0.0605,22.676000000000002,0.1202,21.951,0.1183,0.4673,-0.4727,204.16193459007127,-29.81142188656444,9.23409978772999
8665,26544,4349.727,3290.312,22.989500000000003,0.0671,22.676000000000002,0.1113,22.386,0.1505,0.4593,0.2303,204.15646986922042,-29.81141860256345,9.603433024731544
8666,5800,3974.800,3290.333,21.9845,0.0373,21.734,0.0646,21.069,0.0500,0.4653,0.2430,204.1756747404603,-29.81141962639838,8.333968054170436
8668,26504,3226.311,3290.510,20.8865,0.0173,20.756,0.0383,19.98,0.0221,0.4733,-0.2317,204.21401455881792,-29.81140736193243,6.161239130201015
8669,5818,4067.938,3290.590,20.7865,0.0162,20.737000000000002,0.0317,19.959,0.0266,0.4673,0.1697,204.17090393708116,-29.81140797720192,8.642217515158949
8676,26477,3570.065,3290.750,22.4415,0.0594,22.271,0.1122,21.605999999999998,0.0869,0.4757,-0.1780,204.19640646325107,-29.811400089161964,7.080229730195938
8677,5802,4167.940,3290.801,23.137500000000003,0.0902,23.156999999999996,0.2035,22.223,0.1205,0.4937,-0.0793,204.1657815403042,-29.811398164959357,8.979103617204753
8678,5801,4019.072,3290.879,22.2265,0.0481,22.146,0.1011,21.521,0.0834,0.4973,0.1863,204.1734069989146,-29.811395273210046,8.480903521929507
8687,5837,4447.180,3291.192,21.8795,0.0323,21.692999999999998,0.0492,21.075,0.0630,0.4920,-0.1300,204.1514780496519,-29.81137852806549,9.94737336208349
8696,5766,3727.826,3291.552,21.7265,0.0319,21.595999999999997,0.0674,20.95,0.0514,0.5003,-0.0410,204.18832547601053,-29.811365220854814,7.553722500689431
8698,5812,3546.944,3291.643,20.9905,0.0173,20.891999999999996,0.0407,19.910999999999998,0.0228,0.4297,0.0990,204.19759078194093,-29.81136024522115,7.016273922792911
8700,5714,3565.800,3291.699,21.840500000000002,0.0359,21.702999999999996,0.0647,21.009,0.0539,0.4613,0.2923,204.19662492195803,-29.811357883579028,7.070825618846969
8702,5810,3506.449,3291.780,21.936500000000002,0.0375,21.942999999999998,0.0788,21.296,0.0671,0.4583,-0.0650,204.19966505321656,-29.81135385932097,6.901372290443008
8709,5850,3962.773,3292.102,21.619500000000002,0.0286,21.482,0.0595,20.753,0.0431,0.5110,-0.0467,204.17629080165557,-29.8113410209948,8.299508327007873
8713,5808,3329.981,3292.391,21.611500000000003,0.0287,21.634,0.0742,20.698,0.0449,0.4773,0.1390,204.208704251859,-29.81132503130957,6.426193077843033
8714,26485,3903.214,3292.458,22.090500000000002,0.0369,21.951,0.0639,21.253999999999998,0.0595,0.4067,-0.2317,204.17934158781716,-29.811325239942537,8.10762227479936
8723,5828,3784.691,3292.803,21.913500000000003,0.0363,22.051000000000002,0.0960,21.573999999999998,0.0771,0.4537,-0.0093,204.18541268055355,-29.81130978007157,7.733184877719244
8729,26541,4174.076,3293.057,22.343500000000002,0.0421,22.323999999999998,0.0784,21.735,0.0848,0.4650,0.0060,204.1654672504565,-29.811297865206868,9.005682764396331
8746,26622,3555.229,3293.823,20.9705,0.0170,20.765,0.0299,19.926,0.0211,0.4023,0.0423,204.197166382963,-29.811263413113423,7.04693538787056
8749,5928,4031.833,3293.864,21.3165,0.0248,21.066000000000003,0.0450,20.314,0.0308,0.5013,-0.0370,204.17275335192912,-29.81126257441908,8.531038867984206
8754,5862,3551.046,3293.995,20.794500000000003,0.0157,20.677999999999997,0.0304,19.934,0.0216,0.3947,0.1690,204.19738064691106,-29.81125574017403,7.035437101152764
8756,26573,4045.027,3294.025,22.1075,0.0385,22.101,0.0744,21.41,0.0699,0.4607,-0.3630,204.1720775177501,-29.811255382263983,8.575151008391568
8760,5000115,3665.287,3294.199,22.1015,0.0821,22.234,0.1076,21.587,0.1140,0.5137,0.0123,204.19152889310436,-29.81124732755926,7.371881041973185
8764,5840,3370.823,3294.399,21.869500000000002,0.0383,21.655,0.0802,21.023,0.0530,0.5147,-0.2713,204.2066121818783,-29.811236228661983,6.539370525866214
8783,26580,4316.032,3295.099,22.2895,0.0437,22.194000000000003,0.0805,21.567,0.0820,0.5147,0.0527,204.15819587229953,-29.811206136479733,9.497915358912127
8786,5880,3538.203,3295.172,20.887500000000003,0.0154,20.737000000000002,0.0321,19.968999999999998,0.0225,0.4450,0.1197,204.19803849266452,-29.81120333941773,7.00231726172813
8794,26593,4202.199,3295.347,20.831500000000002,0.0154,20.756,0.0359,19.698999999999998,0.0195,0.4930,0.1487,204.16402672473228,-29.811195926255852,9.1071558650713
8796,26590,4079.289,3295.357,21.1795,0.0225,21.066000000000003,0.0431,20.198999999999998,0.0265,0.4847,0.0390,204.1703225249661,-29.8111960711652,8.692615302459252
8801,5865,3754.401,3295.455,20.8195,0.0217,20.691000000000003,0.0462,20.14,0.0295,0.5767,-0.2340,204.18696421374597,-29.81119183654981,7.64694377519096
8802,5887,4385.879,3295.505,22.7845,0.0659,22.515,0.0882,21.832,0.0959,0.5863,-0.2743,204.15461811459656,-29.811187467089454,9.742187599845002
8819,26607,4150.193,3296.037,21.8075,0.0301,21.445999999999998,0.0533,21.043,0.0575,0.4973,0.1730,204.1666906240656,-29.811165545378916,8.932439698449766
8824,5929,4075.715,3296.274,23.142500000000002,0.0871,22.808,0.1620,22.179,0.1469,0.4517,-0.2287,204.17050559913574,-29.811155328283387,8.683111787840113
8833,5907,4342.148,3296.519,22.9905,0.0787,22.924999999999997,0.1225,22.203,0.1333,0.4543,0.1513,204.15685815075494,-29.811142802984712,9.592064773187575
8839,26610,4337.867,3296.612,21.7175,0.0258,21.613999999999997,0.0457,20.927,0.0462,0.5333,-0.2700,204.15707743655852,-29.81113870702961,9.577404478109091
8843,26604,3994.045,3296.933,21.1595,0.0190,21.08,0.0389,20.349,0.0319,0.4633,0.1547,204.17468896894945,-29.81112626021701,8.414868982359584
8849,5898,3711.013,3297.284,22.820500000000003,0.0943,,,22.063,0.1580,0.5260,-3.8075,204.18918666282278,-29.81111040599778,7.51933033802474
8854,5948,3962.392,3297.408,21.5895,0.0275,21.458999999999996,0.0557,20.779,0.0434,0.5053,0.1540,204.17631032536607,-29.81110519926292,8.312755325102309
8856,26608,4306.010,3297.418,22.8225,0.0722,22.479,0.1126,21.993,0.1082,0.5213,0.1840,204.15870924922476,-29.811103151586522,9.46888259715716
8859,5870,4147.482,3297.474,21.207500000000003,0.0190,20.887999999999998,0.0358,20.238,0.0307,0.5033,0.1470,204.16682949732234,-29.811101692147524,8.92698477345992
8863,26597,3133.854,3297.623,23.1445,0.1543,,,22.584,0.2472,0.5860,-2.6065,204.21875035437319,-29.81108991751035,5.972025746144934
8867,5953,4080.213,3297.739,21.9765,0.0365,21.790999999999997,0.0730,21.006999999999998,0.0536,0.4700,0.2177,204.17027520493306,-29.81109020118432,8.701964881384283
8868,26620,3496.039,3297.802,21.4635,0.0237,21.348999999999997,0.0524,20.515,0.0307,0.4307,-0.0117,204.20019822876802,-29.81108613331191,6.891288183124603
8872,26600,3357.735,3297.917,21.1005,0.0223,21.073999999999998,0.0503,20.365,0.0318,0.5763,-0.2433,204.20728254340855,-29.811079735143256,6.516779503255725
8880,26617,3409.680,3298.116,21.3245,0.0219,21.384999999999998,0.0527,20.259999999999998,0.0279,0.4747,0.0467,204.2046217738542,-29.811071418406,6.655114668141239
8881,5927,3981.116,3298.186,22.0455,0.0376,21.912,0.0720,21.415,0.0672,0.4773,0.0363,204.17535123107675,-29.811070594207127,8.375948221342272
8895,5976,3830.433,3298.773,20.5545,0.0124,20.055,0.0260,19.593999999999998,0.0168,0.5043,-0.1977,204.18306963313398,-29.811044528459306,7.893709935731038
8897,5955,4402.982,3298.816,22.724500000000003,0.0643,22.506999999999998,0.1124,22.101,0.1237,0.5367,-0.2667,204.15374208848286,-29.811040143836646,9.809991024510268
8906,5868,3846.905,3299.230,21.8335,0.0362,21.845999999999997,0.0783,21.082,0.0581,0.4927,-0.0897,204.1822258911039,-29.811024236653367,7.947023877784315
8910,5947,3778.672,3299.415,22.142500000000002,0.0383,22.085,0.0889,21.259,0.0603,0.4127,-0.2560,204.18572097327473,-29.811015899581584,7.733638719255387
8913,5944,3622.490,3299.458,21.605500000000003,0.0320,21.208999999999996,0.0549,20.628999999999998,0.0425,0.5123,0.1607,204.1937210454429,-29.8110133794147,7.2605044074534
8915,26662,4289.096,3299.509,23.084500000000002,0.0885,22.826,0.1401,22.402,0.1474,0.4837,0.2447,204.15957565021546,-29.81101035175362,9.41558534083416
8917,26655,3284.427,3299.637,21.8745,0.0361,21.400999999999996,0.0624,20.694,0.0389,0.4800,-0.1860,204.21103755878852,-29.811002455292343,6.335328624962626
8921,6020,3510.504,3299.802,21.9965,0.0386,22.185000000000002,0.0917,21.451,0.0733,0.4657,-0.2603,204.19945727350364,-29.810997357215783,6.9383376445406775
8925,5972,3502.784,3299.946,21.8065,0.0341,22.043999999999997,0.0866,21.448999999999998,0.0755,0.4750,-0.1510,204.19985271177922,-29.810990897536655,6.917067803684566
8928,26619,3481.374,3300.162,22.0215,0.0408,22.249000000000002,0.1121,21.227999999999998,0.0626,0.4600,-0.0900,204.20094938856417,-29.810981125867272,6.857897615537649
8936,26672,3750.972,3300.361,21.3685,0.0256,21.253,0.0558,20.583,0.0427,0.5233,-0.0433,204.18713984046943,-29.81097378226802,7.650751978992463
8944,26675,3887.036,3300.686,21.4935,0.0230,21.375999999999998,0.0523,20.621,0.0380,0.4643,-0.1053,204.1801702700952,-29.810959550140815,8.078749357239868
