,ID,X,Y,J,J_err,K,K_err,chi,sharp,ra,dec
52834,162364,3082.780,4099.926,23.481,0.1065,22.184,0.1005,0.3760,-1.1040,204.99063207219498,-31.61021063503695
52836,5014603,6455.349,4100.293,18.476,0.0136,17.802,0.0099,0.6300,-0.8010,204.81462787945412,-31.610022149385543
52844,45405,2855.558,4101.086,23.215,0.0896,22.567,0.1452,0.3670,-0.3720,205.00249018167546,-31.610162001962827
52848,162384,2846.857,4101.392,23.355,0.0925,22.563,0.1393,0.3765,-1.8930,205.00294426657814,-31.610148492099626
52849,162385,3323.927,4101.444,23.469,0.1123,22.124,0.0999,0.4000,0.0890,204.9780473091819,-31.610138868612538
52850,162401,2444.637,4101.541,23.206,0.0915,22.219,0.1101,0.3955,-0.4135,205.02393501964724,-31.610144282924374
52851,162386,3500.217,4101.646,22.289,0.0433,21.323,0.0499,0.3885,-0.2025,204.96884723382684,-31.61012596677639
52852,162400,2171.722,4101.647,20.963,0.0225,20.448,0.0378,0.5440,-0.5685,205.03817770046896,-31.610139254365535
52856,5014610,6384.262,4101.950,17.572,0.0113,16.739,0.0095,0.8840,-0.8755,204.8183378317096,-31.609954624333312
52857,162403,2884.916,4102.133,22.866,0.0663,21.994,0.0931,0.3785,-0.7765,205.00095808221417,-31.610115152680994
52861,162414,2918.786,4102.500,22.896,0.0805,21.684,0.0700,0.4300,-1.8935,204.99919050630433,-31.610098454330448
52868,162418,4266.688,4103.104,21.028,0.0249,20.236,0.0339,0.5580,-0.3830,204.92884737502007,-31.610036439908832
52869,162415,2966.574,4103.145,23.798,0.1529,23.302,0.2919,0.4185,-6.9585,204.99669659387962,-31.61006919990259
52870,162410,2438.202,4103.194,22.473,0.0499,21.446,0.0581,0.3960,-0.4970,205.02427084765426,-31.610070826985574
52872,162411,2502.233,4103.254,21.547,0.0253,20.334,0.0315,0.4640,-0.9195,205.0209292491751,-31.61006801465359
52873,162429,2689.221,4103.265,22.753,0.0683,21.937,0.0973,0.4495,-2.7405,205.011170869511,-31.610066602422208
52874,162416,3106.951,4103.418,22.578,0.0506,21.445,0.0524,0.3720,-0.7765,204.9893707187105,-31.610055059770836
52875,162430,2721.670,4103.500,21.345,0.0214,20.178,0.0252,0.4175,-0.9705,205.00947744932296,-31.61005592220767
52880,162431,3023.217,4103.925,22.663,0.0648,21.7,0.0756,0.4395,-1.4790,204.99374056795827,-31.610033773811267
52882,162427,652.375,4104.058,23.26,0.0933,22.256,0.1323,0.4580,-0.1670,205.11746805263098,-31.610001442770212
52889,45411,4138.005,4104.504,18.078,0.0086,17.185,0.0099,0.8650,-0.6185,204.93556302411005,-31.609979239890112
52890,45422,3460.537,4104.577,23.603,0.1116,23.087,0.2108,0.3375,-1.0770,204.97091810159705,-31.609996640961793
52895,162440,2715.730,4104.954,21.872,0.0308,20.829,0.0393,0.4145,-0.5855,205.00978745401272,-31.609991344837297
52896,162446,3200.564,4105.038,22.709,0.0563,21.605,0.0681,0.4150,-0.5215,204.98448535508007,-31.609981489154467
52897,162444,2991.348,4105.041,22.394,0.0480,21.41,0.0565,0.4100,-0.2595,204.99540373822538,-31.609984609492134
52898,162441,2764.344,4105.137,21.445,0.0248,19.703,0.0178,0.4305,-0.9015,205.0072504296476,-31.609982822599207
52900,162442,2810.597,4105.231,22.444,0.0462,20.778,0.0352,0.3945,0.1680,205.00483661865272,-31.60997822825264
52901,162449,3734.312,4105.272,20.848,0.0143,20.067,0.0214,0.3800,-0.4305,204.9566306017593,-31.609958581446868
52902,162443,2865.160,4105.286,19.734,0.0127,18.878,0.0158,0.5245,-0.7290,205.00198913235286,-31.609975234038465
52903,162447,3209.501,4105.320,22.847,0.0620,21.948,0.0814,0.3775,-0.9960,204.98401896469508,-31.609968796159105
52905,45430,3206.219,4105.413,23.03,0.0746,22.133,0.1018,0.3830,-0.9615,204.98419024477147,-31.609964721661537
52907,162464,2797.675,4105.424,22.371,0.0463,21.376,0.0553,0.4075,0.0330,205.00551098300141,-31.609969771427163
52908,162461,2638.212,4105.538,23.378,0.1069,22.457,0.1408,0.4200,-2.0800,205.01383290179726,-31.609965905698125
52913,162459,2482.010,4105.657,22.09,0.0370,21.053,0.0426,0.4020,-0.8500,205.02198463804396,-31.609961270088885
52914,162483,2634.253,4105.688,23.553,0.1253,22.64,0.1471,0.3855,-1.4780,205.01403951169968,-31.60995926198544
52916,162458,2295.688,4105.777,21.61,0.0293,20.36,0.0312,0.4675,-0.3000,205.03170825018958,-31.6099560389471
52919,162460,2550.250,4106.155,22.282,0.0396,21.334,0.0553,0.3930,-0.0305,205.01842338997795,-31.609938915044665
52922,162463,2674.082,4106.216,19.866,0.0103,19.266,0.0144,0.4185,-0.5250,205.01196095435714,-31.609935549265295
52927,162465,3513.288,4106.547,23.214,0.0788,22.431,0.1358,0.3955,0.0980,204.9681652357239,-31.609907827526985
52932,162485,3297.767,4106.972,21.776,0.0277,20.705,0.0350,0.4065,-0.3895,204.9794126553581,-31.609893705995052
52937,162481,2305.352,4107.268,21.607,0.0302,20.459,0.0318,0.4490,-0.3925,205.0312039115519,-31.60988978511068
52938,162486,3797.700,4107.281,22.987,0.0717,22.011,0.0866,0.3845,-0.5815,204.95332263996966,-31.60986740568246
52940,162498,1519.297,4107.511,23.472,0.1193,23.012,0.2553,0.4760,-1.3055,205.07222582885424,-31.609871468609118
52941,45442,3377.392,4107.597,22.613,0.0559,21.675,0.0711,0.3915,-1.4850,204.97525727599898,-31.609864281721176
52944,162503,2821.411,4107.670,23.242,0.1017,22.233,0.1145,0.4235,-0.7495,205.00427229477717,-31.609869724351125
52945,162500,2121.951,4107.751,21.809,0.0392,20.771,0.0468,0.5680,-0.4845,205.04077507482052,-31.609867737282283
52949,162502,2619.131,4108.318,23.099,0.0787,22.299,0.1244,0.4320,-1.7485,205.014828702377,-31.609842457739862
52958,162518,3285.953,4109.076,22.854,0.0677,21.76,0.0789,0.4195,-0.9290,204.98002924182848,-31.609800427777554
52960,162519,3312.181,4109.092,22.234,0.0382,21.531,0.0663,0.4050,-1.2220,204.97866048111956,-31.60979919574846
52964,162517,2865.260,4109.583,19.531,0.0112,18.73,0.0135,0.5270,-0.4820,205.00198396745532,-31.609784255269158
52968,162535,2544.006,4109.890,22.963,0.0817,21.978,0.1005,0.4505,-0.0295,205.01874926325388,-31.609772939487993
52971,162538,3379.630,4110.085,22.393,0.0451,21.389,0.0524,0.3640,-0.5225,204.97514054445836,-31.609753655800482
52974,162537,3246.856,4110.340,19.893,0.0111,19.094,0.0153,0.4805,-0.6095,204.98206962560005,-31.609744999450662
52976,162531,184.923,4110.467,19.67,0.0130,18.994,0.0175,0.6460,-0.2435,205.14186262946575,-31.609697314315078
52979,162550,2734.451,4110.852,23.039,0.0776,22.069,0.1017,0.4295,-1.0500,205.00881051296457,-31.60972906776403
52980,45467,2717.333,4110.866,23.556,0.1234,22.541,0.1570,0.3755,-1.1290,205.00970385024274,-31.609728577345543
52982,162551,3235.334,4110.929,21.553,0.0254,20.358,0.0249,0.3880,-0.3015,204.98267093691376,-31.609719036356033
52983,162548,2574.700,4111.079,23.11,0.0922,20.036,0.0224,0.4215,-1.1350,205.01714744073382,-31.609719967183803
52989,162549,2625.937,4111.472,22.84,0.0643,21.914,0.0820,0.3855,-0.8260,205.01447353784994,-31.609702242527355
52990,162564,2872.058,4111.618,21.807,0.0339,20.688,0.0362,0.4320,-0.4875,205.00162922584713,-31.609693737925213
52994,162563,2849.784,4112.080,22.652,0.0588,21.667,0.0678,0.3985,-0.5450,205.00279164427053,-31.60967343991751
52995,162582,2671.855,4112.109,21.948,0.0333,20.899,0.0372,0.3620,-0.5985,205.01207722046334,-31.609673652885714
52998,162562,2806.584,4112.490,22.487,0.0466,21.495,0.0576,0.3810,0.0420,205.00504612594733,-31.60965564408922
52999,45468,4119.618,4112.621,18.76,0.0084,17.936,0.0115,0.6320,-0.5125,204.93652294264967,-31.609619173797622
53006,162583,2741.734,4113.107,23.57,0.1306,22.528,0.1407,0.4170,0.2140,205.0084304563048,-31.609628787614245
53007,162584,3550.431,4113.334,,0.1947,23.204,0.2722,0.3805,-3.0430,204.966227052747,-31.60960526217757
53010,162598,3758.364,4113.537,20.31,0.0125,19.469,0.0191,0.4905,-0.5900,204.95537568599366,-31.609590542555846
53011,162595,2890.660,4113.665,23.037,0.0826,21.903,0.0820,0.3770,-0.7880,205.00065847057596,-31.609602555593213
53015,162597,3164.794,4113.780,22.023,0.0345,20.969,0.0365,0.3660,0.0775,204.98635226338442,-31.609593578140185
53024,162612,3085.446,4114.604,22.074,0.0361,21.035,0.0390,0.3800,-0.9875,204.9904932053765,-31.609558239015936
53025,162594,2461.485,4114.610,22.761,0.0645,21.948,0.0876,0.4095,-0.5195,205.02305580107694,-31.609563406451976
53031,162632,3021.134,4115.403,23.695,0.1377,22.552,0.1604,0.4185,-5.2815,204.99384946218728,-31.609523669848464
53037,162636,4241.365,4115.818,22.747,0.0685,20.334,0.0303,0.4660,-0.0540,204.93016950316613,-31.609472390277322
53038,162627,2757.212,4115.975,22.981,0.0766,22.024,0.0892,0.4075,-0.6475,205.00762273491299,-31.609501194072987
53040,162625,2683.399,4116.070,22.258,0.0427,21.154,0.0476,0.4135,0.2875,205.01147480566675,-31.609497531436205
53041,162630,2926.584,4116.089,23.207,0.0922,22.237,0.1052,0.3935,-2.3660,204.99878374144544,-31.609494406422424
53043,162628,2832.573,4116.238,23.361,0.1022,22.419,0.1462,0.4395,-2.8055,205.0036898829033,-31.609488814606898
53045,162634,3487.068,4116.371,22.521,0.0487,21.516,0.0620,0.3960,-0.6320,204.96953385585437,-31.609471838304408
53047,162633,3281.078,4116.626,21.443,0.0248,20.346,0.0251,0.4010,-1.0505,204.98028382638347,-31.60946496765043
53048,162650,2632.231,4116.680,23.555,0.1236,22.756,0.1748,0.4500,-1.2855,205.0141451078835,-31.60947074040066
53049,162651,2690.271,4116.726,22.831,0.0596,22.022,0.0893,0.3670,-0.9820,205.01111618280677,-31.609468328673266
53055,162646,2178.759,4117.099,21.75,0.0391,20.679,0.0501,0.5980,-0.3055,205.03781038788009,-31.609452527049715
53057,45523,2693.836,4117.143,23.795,0.1401,22.839,0.1757,0.3905,-0.7245,205.01093014009194,-31.609449770456564
53061,162654,4572.076,4117.612,20.381,0.0179,19.615,0.0240,0.5385,-0.3755,204.91291088432072,-31.609378316730222
53062,5014673,5236.479,4117.863,18.829,0.0111,18.034,0.0123,0.5605,-0.8050,204.8782379945418,-31.609331337358256
53064,45524,3165.279,4117.892,22.584,0.0584,21.673,0.0676,0.3945,-0.0625,204.98632703499425,-31.609410814433108
53066,162663,137.576,4117.916,19.055,0.0096,18.26,0.0166,0.7840,-0.2020,205.1443331050283,-31.6093640365758
53068,162665,2566.750,4118.082,22.429,0.0495,21.206,0.0514,0.4270,-1.1425,205.01756236298982,-31.609408757873734
53076,162666,3512.338,4118.471,23.307,0.0959,22.08,0.0879,0.3850,-0.4895,204.96821515516518,-31.609377895590864
53077,162679,2433.262,4118.534,,0.1996,22.544,0.1571,0.4560,-1.3615,205.02452867930617,-31.609389057027663
53081,162680,2732.048,4118.824,22.147,0.0362,21.134,0.0472,0.4050,0.2275,205.00893599169876,-31.60937477565294
53082,162681,2905.999,4119.136,21.92,0.0345,20.88,0.0389,0.4130,-0.5175,204.99985804935923,-31.60935922591219
53083,45540,2687.697,4119.289,23.113,0.0824,22.135,0.0964,0.3930,-0.1180,205.0112505325351,-31.609354435403556
53084,162683,3061.534,4119.293,21.449,0.0265,19.828,0.0234,0.4860,-0.0450,204.99174118009466,-31.609350199587446
53086,162692,2394.791,4119.414,22.168,0.0433,21.097,0.0484,0.4435,-0.6960,205.02653635912515,-31.609349987578504
53087,5014682,5811.559,4119.584,17.461,0.0101,17.043,0.0101,0.8455,-0.8760,204.8482267863228,-31.609216279520105
53089,5014683,4830.375,4119.657,17.986,0.0097,17.34,0.0098,0.6760,-0.7325,204.8994312621603,-31.60927461369763
53090,162682,2969.430,4119.701,23.11,0.0791,22.189,0.0964,0.3910,-0.7375,204.996547797627,-31.609333341341348
53091,162697,3027.217,4119.744,23.961,0.1681,22.883,0.2232,0.3620,-3.7865,204.9935320813034,-31.609330651271616
53093,162696,2934.166,4119.895,23.042,0.0850,22.175,0.1053,0.4195,-0.3655,204.99838811483073,-31.609325159665246
53098,162694,2624.611,4120.270,22.788,0.0573,21.748,0.0691,0.3710,-1.0140,205.01454279519461,-31.60931122780864
53100,45538,57.005,4120.448,,0.3120,22.608,0.4693,0.5210,-0.7370,205.14853768698885,-31.609247630304726
53103,162714,2295.836,4120.824,21.65,0.0284,20.477,0.0338,0.4540,-0.3985,205.03170050129305,-31.60928728379654
53110,162715,2438.179,4121.168,23.048,0.0895,22.334,0.1439,0.4355,-0.2605,205.02427208165443,-31.609271982809002
53112,162716,2479.943,4121.251,21.628,0.0276,20.27,0.0280,0.4445,-1.1610,205.0220925543345,-31.60926820879996
53113,162719,2829.478,4121.352,22.878,0.0710,21.824,0.0790,0.4140,-0.9030,205.0038514607419,-31.609261556539284
53114,162721,3077.119,4121.375,22.109,0.0361,20.9,0.0307,0.3360,-0.3365,204.9909278862209,-31.609257432738758
53118,162728,662.539,4121.647,21.443,0.0313,20.642,0.0387,0.5040,-0.3330,205.11693687760658,-31.60922007841348
53119,162735,2865.869,4121.768,22.973,0.0805,22.09,0.1039,0.4450,0.0345,205.00195233834384,-31.609242693433547
53120,162733,2776.481,4121.788,22.671,0.0596,21.736,0.0686,0.3930,-1.0295,205.00661720593186,-31.60924267350333
53125,162734,2804.501,4121.979,21.337,0.0223,19.861,0.0224,0.4515,-0.3810,205.0051549358526,-31.609233930471532
53126,162738,4075.217,4122.035,21.937,0.0309,20.701,0.0338,0.3925,-0.2880,204.93884049230545,-31.609202408384785
53129,162736,2882.114,4122.236,23.496,0.1124,22.059,0.0882,0.4035,-1.5255,205.00110457101562,-31.60922171731673
53132,162737,3262.168,4122.462,21.874,0.0307,20.168,0.0259,0.4215,-0.7880,204.98127081020968,-31.609205954594227
53133,162732,2324.054,4122.482,20.915,0.0188,19.988,0.0279,0.5205,-0.6970,205.03022789363024,-31.609213626693897
53136,162749,1686.746,4122.638,23.257,0.0991,22.212,0.1485,0.5150,-0.7060,205.0634869012431,-31.609201857938615
53143,162755,3894.481,4123.045,23.463,0.1014,22.446,0.1208,0.3705,-0.4910,204.94827253146937,-31.60916373886218
53144,162750,2496.398,4123.436,23.415,0.1160,22.157,0.1107,0.4415,-0.4315,205.02123382861663,-31.609171054017533
53148,162748,1318.284,4123.786,20.287,0.0177,19.507,0.0230,0.5825,0.0540,205.08271568145804,-31.609144108723306
53151,162779,2724.495,4124.508,23.232,0.0924,22.313,0.1226,0.4160,-1.2430,205.00933020988228,-31.60912221205533
53155,45574,2809.164,4124.636,22.667,0.0638,21.533,0.0681,0.4305,-0.8095,205.00491161871412,-31.609115797716456
53158,162776,1525.780,4124.932,23.152,0.0882,22.703,0.1921,0.4610,0.2625,205.0718871364329,-31.609097318001837
53165,162778,2587.184,4125.180,22.414,0.0455,21.423,0.0566,0.3820,-0.6435,205.0164960170126,-31.609093198540165
53167,162781,2872.086,4125.269,22.943,0.0720,22.272,0.0812,0.3725,-0.5170,205.00162793790074,-31.609087026754246
53171,162793,2986.395,4125.913,22.826,0.0690,21.832,0.0778,0.4050,-0.1720,204.99566254557118,-31.60905703124017
53178,162777,2492.058,4126.605,23.707,0.1336,22.99,0.2620,0.4405,-1.6910,205.02146032907686,-31.6090302216998
53181,162807,2668.199,4126.714,23.23,0.0891,22.283,0.1089,0.3975,-0.8820,205.01226812719312,-31.609024565806468
53186,162810,4098.998,4126.987,21.26,0.0202,20.497,0.0332,0.4350,-0.8245,204.93759965705095,-31.60898144991248
53188,162811,4187.756,4127.109,22.127,0.0399,21.052,0.0527,0.4620,-0.7265,204.93296769578424,-31.6089726749385
53189,162808,2876.067,4127.147,23.005,0.0802,22.135,0.1041,0.4075,-0.2005,205.00142020691266,-31.609003516953464
53191,162809,2956.069,4127.377,22.942,0.0596,21.931,0.0814,0.3510,-0.1035,204.99724517863808,-31.60899235595624
53194,5014708,6240.457,4127.658,14.196,0.0045,13.323,0.0072,1.9255,-0.0840,204.8258450051833,-31.60882410429596
53197,162828,3993.529,4127.995,21.893,0.0285,21.067,0.0464,0.4055,-0.8155,204.94310375450763,-31.608940416667973
53198,162827,3690.599,4128.025,21.377,0.0241,20.537,0.0339,0.4430,-0.5595,204.95891260842012,-31.608948589646882
53199,162825,2653.067,4128.040,22.901,0.0776,21.854,0.0865,0.4330,0.2590,205.01305782458928,-31.60896572804977
53201,162840,2852.663,4128.426,22.066,0.0393,20.903,0.0382,0.4065,-0.8425,205.00264159756713,-31.60894692149105
53208,162842,2977.908,4129.099,22.541,0.0557,21.407,0.0542,0.3970,-1.1980,204.9961055022546,-31.608915542794936
53210,162858,2673.918,4129.310,23.264,0.0950,22.258,0.1153,0.4160,0.1455,205.01196969208968,-31.60890915068808
53211,162841,2924.557,4129.317,22.844,0.0721,22.126,0.1153,0.4585,0.1555,204.9988897094499,-31.60890651975705
53215,162857,2583.366,4129.985,21.448,0.0230,19.856,0.0204,0.4245,0.0940,205.01669529205066,-31.60887966105877
53217,162866,2422.561,4130.303,22.884,0.0718,21.866,0.0833,0.4190,0.1320,205.02508714793663,-31.60886600525523
53218,162859,2862.949,4130.347,23.253,0.0999,22.222,0.1090,0.4170,-0.0380,205.00210483053752,-31.60886143576253
53220,162860,3027.327,4130.707,23.24,0.0884,22.401,0.1228,0.3770,-1.2425,204.99352652236212,-31.608843405511266
53228,162868,3915.721,4131.362,23.275,0.0901,22.419,0.1383,0.4115,0.3165,204.9471644100145,-31.608793399948038
53229,162882,2659.429,4131.365,21.703,0.0288,20.639,0.0344,0.4200,0.2620,205.01272583815316,-31.60881791073864
53233,5014718,4937.609,4131.720,21.986,0.0474,20.374,0.0356,0.4125,-0.2750,204.89383586771143,-31.608732746236107
53234,162864,1645.839,4131.762,23.255,0.1000,22.263,0.1376,0.4700,-0.5590,205.06562153925475,-31.608795742341563
53235,162883,3075.630,4131.807,23.027,0.0810,21.699,0.0760,0.3995,-1.7150,204.99100577762843,-31.608793811067972
53238,45621,2648.581,4132.053,23.847,0.1485,22.653,0.1889,0.3445,-1.3920,205.0132919621578,-31.608787399949044
53242,162900,3031.637,4132.373,23.195,0.0872,22.155,0.1056,0.4000,-0.5590,204.99330162633834,-31.608769300156737
53243,162881,2553.296,4132.403,22.933,0.0735,21.927,0.1020,0.4085,-1.2000,205.01826455254005,-31.608772325425946
53244,162898,2705.155,4132.506,21.673,0.0263,20.629,0.0323,0.3940,-0.2995,205.0103395682196,-31.608766889880354
53246,162885,3265.587,4132.608,21.229,0.0205,20.178,0.0239,0.4150,-0.3625,204.98109261227657,-31.608754956197586
53247,162884,3135.276,4132.623,17.073999999999998,0.0070,16.258,0.0084,1.0020,-0.5235,204.98789307948192,-31.608756604847503
53250,162896,2653.862,4132.966,23.047,0.0741,21.889,0.0795,0.3710,-0.6475,205.01301637198588,-31.60874678989093
53251,162897,2694.594,4133.036,23.971,0.1409,22.692,0.1562,0.3810,-3.3135,205.01089071386932,-31.60874340981681
53253,45630,2662.353,4133.067,23.199,0.0982,22.073,0.1033,0.4030,-1.8395,205.0125732575446,-31.608742247839412
53255,162901,3937.836,4133.464,22.98,0.0700,22.201,0.1100,0.3990,-0.9250,204.94601039046293,-31.60869924411021
53259,162917,2612.459,4133.774,21.733,0.0287,20.712,0.0345,0.4080,0.1050,205.01517705286147,-31.608711116111294
53261,45639,775.744,4134.018,19.355,0.0100,18.214,0.0124,0.5675,0.0315,205.1110286011388,-31.608674205296932
53262,162914,957.971,4134.276,23.099,0.0885,22.572,0.1613,0.4830,-0.0290,205.10151883261503,-31.608668523117295
53263,162915,1256.196,4134.437,22.847,0.0734,22.414,0.1562,0.4980,-0.6375,205.08595555150413,-31.608669314199556
53265,45633,3647.830,4134.574,18.888,0.0070,18.116,0.0109,0.4650,-0.4575,204.9611447830262,-31.608658708563144
53267,5014730,6377.295,4134.813,18.882,0.0133,18.119,0.0137,0.6325,-0.8470,204.81870470476488,-31.608494650670348
53271,162926,2563.520,4135.074,22.42,0.0466,21.208,0.0497,0.4110,-0.7995,205.0177310114069,-31.608653571964993
53280,162941,2390.528,4135.455,22.537,0.0561,21.63,0.0791,0.4490,-0.1260,205.02675884245298,-31.608637057141873
53281,162961,2700.555,4135.495,22.917,0.0668,21.64,0.0698,0.3750,-0.8015,205.01057965112105,-31.608634078651733
53285,162960,2649.538,4136.163,22.921,0.0649,22.0,0.0926,0.3915,-1.5060,205.01324204906294,-31.608604727536132
53287,5014736,5897.922,4136.489,18.051,0.0115,17.24,0.0100,0.7485,-0.9190,204.8437213139515,-31.608458552159167
53292,162964,3028.008,4137.204,22.814,0.0592,21.871,0.0867,0.4050,-0.3070,204.9934910910909,-31.60855464049333
53293,162956,1375.485,4137.283,18.531,0.0102,17.735,0.0100,0.7200,0.0895,205.07973022090835,-31.608545475679854
53296,162972,2519.120,4137.356,23.029,0.0715,21.906,0.0921,0.4130,-0.7425,205.0200480966948,-31.608552317756445
53297,162963,3021.360,4137.399,22.978,0.0762,22.177,0.1016,0.4015,0.1095,204.99383802904595,-31.60854606716023
53298,162973,2524.968,4137.453,22.517,0.0495,21.512,0.0699,0.4295,-0.1950,205.01974291131825,-31.608547986913344
53305,5014740,5327.632,4137.835,21.179,0.0304,20.475,0.0417,0.4585,-0.9475,204.8734825178948,-31.608438050937064
53306,162978,3144.242,4137.917,22.45,0.0571,21.598,0.0640,0.3700,-0.7110,204.9874252789723,-31.60852116832758
53308,45677,2699.915,4138.022,22.89,0.0642,22.156,0.1040,0.3790,-1.0245,205.01061307164076,-31.60852177215968
